Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,Field 14,Value 14,Units 14,Field 15,Value 15,Units 15,Field 16,Value 16,Units 16,Field 17,Value 17,Units 17,Field 18,Value 18,Units 18,Field 19,Value 19,Units 19,Field 20,Value 20,Units 20,Field 21,Value 21,Units 21,Field 22,Value 22,Units 22,Field 23,Value 23,Units 23,Field 24,Value 24,Units 24,Field 25,Value 25,Units 25,Field 26,Value 26,Units 26,Field 27,Value 27,Units 27,Field 28,Value 28,Units 28,Field 29,Value 29,Units 29,Field 30,Value 30,Units 30,Field 31,Value 31,Units 31,Field 32,Value 32,Units 32,Field 33,Value 33,Units 33,Field 34,Value 34,Units 34,Field 35,Value 35,Units 35,
Data,5,record,timestamp,745219445,s,position_lat,404635284,semicircles,position_long,-1400798233,semicircles,distance,40248.55,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219450,s,position_lat,404636207,semicircles,position_long,-1400796612,semicircles,distance,40263.78,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219456,s,position_lat,404637129,semicircles,position_long,-1400794991,semicircles,distance,40279.0,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219462,s,position_lat,404638052,semicircles,position_long,-1400793370,semicircles,distance,40294.23,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219467,s,position_lat,404638974,semicircles,position_long,-1400791749,semicircles,distance,40309.46,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219473,s,position_lat,404639897,semicircles,position_long,-1400790128,semicircles,distance,40324.68,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219479,s,position_lat,404640819,semicircles,position_long,-1400788507,semicircles,distance,40339.91,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219484,s,position_lat,404641742,semicircles,position_long,-1400786886,semicircles,distance,40355.13,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219490,s,position_lat,404642664,semicircles,position_long,-1400785265,semicircles,distance,40370.36,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219496,s,position_lat,404643587,semicircles,position_long,-1400783644,semicircles,distance,40385.58,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219501,s,position_lat,404644509,semicircles,position_long,-1400782023,semicircles,distance,40400.81,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219507,s,position_lat,404645432,semicircles,position_long,-1400780402,semicircles,distance,40416.03,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219513,s,position_lat,404646354,semicircles,position_long,-1400778781,semicircles,distance,40431.26,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219518,s,position_lat,404647277,semicircles,position_long,-1400777160,semicircles,distance,40446.48,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219524,s,position_lat,404648199,semicircles,position_long,-1400775539,semicircles,distance,40461.71,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219530,s,position_lat,404649122,semicircles,position_long,-1400773918,semicircles,distance,40476.94,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219535,s,position_lat,404650044,semicircles,position_long,-1400772297,semicircles,distance,40492.16,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219541,s,position_lat,404650967,semicircles,position_long,-1400770676,semicircles,distance,40507.39,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219547,s,position_lat,404651889,semicircles,position_long,-1400769055,semicircles,distance,40522.61,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219552,s,position_lat,404652811,semicircles,position_long,-1400767434,semicircles,distance,40537.83,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219558,s,position_lat,404653734,semicircles,position_long,-1400765812,semicircles,distance,40553.06,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219564,s,position_lat,404654656,semicircles,position_long,-1400764191,semicircles,distance,40568.29,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219569,s,position_lat,404655579,semicircles,position_long,-1400762570,semicircles,distance,40583.51,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219575,s,position_lat,404656501,semicircles,position_long,-1400760949,semicircles,distance,40598.74,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219581,s,position_lat,404657424,semicircles,position_long,-1400759328,semicircles,distance,40613.96,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219586,s,position_lat,404658346,semicircles,position_long,-1400757707,semicircles,distance,40629.19,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219592,s,position_lat,404659269,semicircles,position_long,-1400756086,semicircles,distance,40644.41,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219598,s,position_lat,404660191,semicircles,position_long,-1400754465,semicircles,distance,40659.64,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219604,s,position_lat,404661114,semicircles,position_long,-1400752844,semicircles,distance,40674.87,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219609,s,position_lat,404662036,semicircles,position_long,-1400751223,semicircles,distance,40690.09,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219615,s,position_lat,404662958,semicircles,position_long,-1400749602,semicircles,distance,40705.32,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219621,s,position_lat,404663881,semicircles,position_long,-1400747981,semicircles,distance,40720.54,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219626,s,position_lat,404664803,semicircles,position_long,-1400746360,semicircles,distance,40735.76,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219632,s,position_lat,404665726,semicircles,position_long,-1400744738,semicircles,distance,40750.99,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219638,s,position_lat,404666648,semicircles,position_long,-1400743117,semicircles,distance,40766.22,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219643,s,position_lat,404667571,semicircles,position_long,-1400741496,semicircles,distance,40781.44,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219649,s,position_lat,404668493,semicircles,position_long,-1400739875,semicircles,distance,40796.67,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219655,s,position_lat,404669415,semicircles,position_long,-1400738254,semicircles,distance,40811.89,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219660,s,position_lat,404670338,semicircles,position_long,-1400736633,semicircles,distance,40827.12,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219666,s,position_lat,404671260,semicircles,position_long,-1400735012,semicircles,distance,40842.34,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219672,s,position_lat,404672183,semicircles,position_long,-1400733391,semicircles,distance,40857.57,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219677,s,position_lat,404673105,semicircles,position_long,-1400731770,semicircles,distance,40872.79,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219683,s,position_lat,404674028,semicircles,position_long,-1400730148,semicircles,distance,40888.02,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219689,s,position_lat,404674950,semicircles,position_long,-1400728527,semicircles,distance,40903.25,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219694,s,position_lat,404675872,semicircles,position_long,-1400726906,semicircles,distance,40918.47,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219700,s,position_lat,404676795,semicircles,position_long,-1400725285,semicircles,distance,40933.69,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219706,s,position_lat,404677717,semicircles,position_long,-1400723664,semicircles,distance,40948.92,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219711,s,position_lat,404678640,semicircles,position_long,-1400722043,semicircles,distance,40964.15,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219717,s,position_lat,404679562,semicircles,position_long,-1400720422,semicircles,distance,40979.37,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219723,s,position_lat,404680485,semicircles,position_long,-1400718800,semicircles,distance,40994.6,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219728,s,position_lat,404681407,semicircles,position_long,-1400717179,semicircles,distance,41009.82,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219734,s,position_lat,404682329,semicircles,position_long,-1400715558,semicircles,distance,41025.05,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219740,s,position_lat,404683252,semicircles,position_long,-1400713937,semicircles,distance,41040.27,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219745,s,position_lat,404684174,semicircles,position_long,-1400712316,semicircles,distance,41055.5,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219751,s,position_lat,404685097,semicircles,position_long,-1400710695,semicircles,distance,41070.72,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219757,s,position_lat,404686019,semicircles,position_long,-1400709073,semicircles,distance,41085.95,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219762,s,position_lat,404686941,semicircles,position_long,-1400707452,semicircles,distance,41101.17,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219768,s,position_lat,404687864,semicircles,position_long,-1400705831,semicircles,distance,41116.4,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219774,s,position_lat,404688786,semicircles,position_long,-1400704210,semicircles,distance,41131.62,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219779,s,position_lat,404689709,semicircles,position_long,-1400702589,semicircles,distance,41146.85,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219785,s,position_lat,404690631,semicircles,position_long,-1400700968,semicircles,distance,41162.07,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219791,s,position_lat,404691553,semicircles,position_long,-1400699346,semicircles,distance,41177.3,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219797,s,position_lat,404692476,semicircles,position_long,-1400697725,semicircles,distance,41192.53,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219802,s,position_lat,404693398,semicircles,position_long,-1400696104,semicircles,distance,41207.75,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219808,s,position_lat,404694320,semicircles,position_long,-1400694483,semicircles,distance,41222.98,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219814,s,position_lat,404695243,semicircles,position_long,-1400692862,semicircles,distance,41238.2,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219819,s,position_lat,404696165,semicircles,position_long,-1400691240,semicircles,distance,41253.42,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219825,s,position_lat,404697088,semicircles,position_long,-1400689619,semicircles,distance,41268.65,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219831,s,position_lat,404698010,semicircles,position_long,-1400687998,semicircles,distance,41283.87,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219836,s,position_lat,404698932,semicircles,position_long,-1400686377,semicircles,distance,41299.1,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219842,s,position_lat,404699855,semicircles,position_long,-1400684756,semicircles,distance,41314.33,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219847,s,position_lat,404700745,semicircles,position_long,-1400683175,semicircles,distance,41329.12,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219853,s,position_lat,404701636,semicircles,position_long,-1400681594,semicircles,distance,41343.92,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219858,s,position_lat,404702526,semicircles,position_long,-1400680013,semicircles,distance,41358.72,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219864,s,position_lat,404703417,semicircles,position_long,-1400678433,semicircles,distance,41373.52,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219870,s,position_lat,404704307,semicircles,position_long,-1400676852,semicircles,distance,41388.32,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219875,s,position_lat,404705198,semicircles,position_long,-1400675271,semicircles,distance,41403.12,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,745219881,s,position_lat,404706089,semicircles,position_long,-1400673690,semicircles,distance,41417.92,m,speed,2.682,m/s,enhanced_speed,2.682,m/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
